"id","title","amount","department","transaction","views","city","province","date"
81382,"I Paid Rs. 1122 to Municipal Services in Jhalawar.",1122,"Municipal Services","Birth Certificate",163,"Jhalawar","Rajasthan",2015-10-31
81377,"I Paid Rs. 600 to Municipal Services in Goalpara.",600,"Municipal Services","Birth Certificate",178,"Goalpara","Assam",2015-10-31
81374,"I Paid Rs. 400 to Others in Chittoor.",400,"Others","Others",210,"Chittoor","Andhra Pradesh",2015-10-31
81367,"Bribe for passport verification",200,"Police","Police Clearance Certificate",200,"Mumbai","Maharashtra",2015-10-31
81366,"I Paid Rs. 1000 to Commercial Tax, Sales Tax, VAT in Gurgaon.",1000,"Commercial Tax, Sales Tax, VAT","C Form",181,"Gurgaon","Haryana",2015-10-31
81364,"I Paid Rs. 100 to Commercial Tax, Sales Tax, VAT in Abohar.",100,"Commercial Tax, Sales Tax, VAT","C Form",171,"Abohar","Punjab",2015-10-31
81363,"I Paid Rs. 500 to Customs, Excise and Service Tax in Abhayapuri.",500,"Customs, Excise and Service Tax","Customs Check and Clearance",168,"Abhayapuri","Assam",2015-10-31
81361,"I Paid Rs. 200 to Income Tax in Bangalore.",200,"Income Tax","New PAN Card",163,"Bangalore","Karnataka",2015-10-31
81354,"I Paid Rs. 100000 to Municipal Services in Lucknow.",1e+05,"Municipal Services","Birth Certificate",143,"Lucknow","Uttar Pradesh",2015-10-31
81343,"I Paid Rs. 500 to Passport in Anantapur.",500,"Passport","Police Verification for Passport",176,"Anantapur","Andhra Pradesh",2015-10-31
81340,"I Paid Rs. 50000 to Municipal Services in Mumbai.",50000,"Municipal Services","Birth Certificate",167,"Mumbai","Maharashtra",2015-10-31
81338,"I Paid Rs. 13 to Municipal Services in Ahmedabad.",13,"Municipal Services","Birth Certificate",147,"Ahmedabad","Gujarat",2015-10-31
81336,"I Paid Rs. 100 to Customs, Excise and Service Tax in Gorakhpur.",100,"Customs, Excise and Service Tax","Customs Check and Clearance",166,"Gorakhpur","Uttar Pradesh",2015-10-31
81333,"I Paid Rs. 10000 to Municipal Services in Bareilly.",10000,"Municipal Services","Birth Certificate",149,"Bareilly","Uttar Pradesh",2015-10-31
81324,"I Paid Rs. 100 to Transport in Abohar.",100,"Transport","Duplicate Registration Certificate",183,"Abohar","Punjab",2015-10-31
81322,"I Paid Rs. 100 to Police in New Delhi.",100,"Police","Traffic Violations",149,"New Delhi","Delhi",2015-10-31
81315,"I Paid Rs. 210 to Municipal Services in Adari.",210,"Municipal Services","Birth Certificate",124,"Adari","Uttar Pradesh",2015-10-31
81309,"I Paid Rs. 100 to Food, Civil Supplies and Consumer Affairs in Chennai.",100,"Food, Civil Supplies and Consumer Affairs","Issue of Ration Card",142,"Chennai","Tamil Nadu",2015-10-31
81305,"I Paid Rs. 40 to Municipal Services in Nagpur.",40,"Municipal Services","Birth Certificate",115,"Nagpur","Maharashtra",2015-10-31
81303,"I Paid Rs. 10000 to Others in Hyderabad.",10000,"Others","Others",131,"Hyderabad","Telangana",2015-10-31
81300,"I Paid Rs. 100 to Police in Akola.",100,"Police","Traffic Violations",114,"Akola","Madhya Pradesh",2015-10-31
81298,"I Paid Rs. 1 to Income Tax in Barabanki.",1,"Income Tax","New PAN Card",123,"Barabanki","Uttar Pradesh",2015-10-31
81289,"I Paid Rs. 10 to Commercial Tax, Sales Tax, VAT in Abhayapuri.",10,"Commercial Tax, Sales Tax, VAT","C Form",118,"Abhayapuri","Assam",2015-10-31
81287,"I Paid Rs. 25 to Municipal Services in Akola.",25,"Municipal Services","Birth Certificate",99,"Akola","Madhya Pradesh",2015-10-31
81280,"I Paid Rs. 5000 to Stamps and Registration in Pune.",5000,"Stamps and Registration","Registration of Flat or Apartment",173,"Pune","Maharashtra",2015-10-31
81279,"I Paid Rs. 1 to Municipal Services in Bhubaneswar.",1,"Municipal Services","Birth Certificate",109,"Bhubaneswar","Orissa",2015-10-31
81259,"No way of getting out of this :(",10000,"Commercial Tax, Sales Tax, VAT","VAT Registration",177,"New Delhi","Delhi",2015-10-31
81258,"I Paid Rs. 100 to Municipal Services in Abhayapuri.",100,"Municipal Services","Birth Certificate",151,"Abhayapuri","Assam",2015-10-31
81257,"I Paid Rs. 450 to Municipal Services in Abhayapuri.",450,"Municipal Services","Birth Certificate",138,"Abhayapuri","Assam",2015-10-31
81253,"I Paid Rs. 10 to Income Tax in Madurai.",10,"Income Tax","New PAN Card",147,"Madurai","Tamil Nadu",2015-10-31
81249,"I Paid Rs. 15 to Others in Kozhikode.",15,"Others","Others",176,"Kozhikode","Kerala",2015-10-30
81247,"I Paid Rs. 200 to Municipal Services in Gorakhpur.",200,"Municipal Services","Birth Certificate",167,"Gorakhpur","Uttar Pradesh",2015-10-30
81246,"I Paid Rs. 300 to Municipal Services in Achhnera.",300,"Municipal Services","Birth Certificate",186,"Achhnera","Uttar Pradesh",2015-10-30
81236,"I Paid Rs. 777 to Municipal Services in Thane.",777,"Municipal Services","Birth Certificate",164,"Thane","Maharashtra",2015-10-30
81229,"I Paid Rs. 100 to Passport in Pune.",100,"Passport","Passport Delivery",202,"Pune","Maharashtra",2015-10-30
81222,"I Paid Rs. 65 to Others in Amritsar.",65,"Others","Others",173,"Amritsar","Punjab",2015-10-30
81218,"I Paid Rs. 5000 to Municipal Services in Nashik.",5000,"Municipal Services","Birth Certificate",151,"Nashik","Maharashtra",2015-10-30
81216,"I Paid Rs. 1995 to Municipal Services in Mangalore.",1995,"Municipal Services","Birth Certificate",153,"Mangalore","Karnataka",2015-10-30
81215,"I Paid Rs. 200 to Municipal Services in Abhayapuri.",200,"Municipal Services","Birth Certificate",143,"Abhayapuri","Assam",2015-10-30
81204,"I Paid Rs. 272165 to Others in Gonda.",272165,"Others","Others",149,"Gonda","Uttar Pradesh",2015-10-30
81195,"I Paid Rs. 33 to Commercial Tax, Sales Tax, VAT in Abohar.",33,"Commercial Tax, Sales Tax, VAT","C Form",145,"Abohar","Punjab",2015-10-30
81191,"I Paid Rs. 10 to Municipal Services in Jabalpur.",10,"Municipal Services","Birth Certificate",149,"Jabalpur","Madhya Pradesh",2015-10-30
81190,"I Paid Rs. 500 to Income Tax in Hingoli.",500,"Income Tax","New PAN Card",150,"Hingoli","Maharashtra",2015-10-30
81149,"I Paid Rs. 800 to Municipal Services in Achhnera.",800,"Municipal Services","Birth Certificate",165,"Achhnera","Uttar Pradesh",2015-10-30
81146,"I Paid Rs. 16000 to Municipal Services in Mumbai.",16000,"Municipal Services","Birth Certificate",192,"Mumbai","Maharashtra",2015-10-29
81143,"I Paid Rs. 123 to Transport in New Delhi.",123,"Transport","New Domestic Driving License",222,"New Delhi","Delhi",2015-10-29
81142,"I Paid Rs. 5000 to Municipal Services in Abhayapuri.",5000,"Municipal Services","Birth Certificate",171,"Abhayapuri","Assam",2015-10-29
81137,"I Paid Rs. 1000 to Municipal Services in Pimpri-Chinchwad.",1000,"Municipal Services","Birth Certificate",157,"Pimpri","Maharashtra",2015-10-29
81136,"I Paid Rs. 500 to Others in Ambattur.",500,"Others","Others",171,"Ambattur","Tamil Nadu",2015-10-29
81127,"I Paid Rs. 2000 to Others in Cooch Behar.",2000,"Others","Others",170,"Cooch Behar","West Bengal",2015-10-29
81121,"I Paid Rs. 50 to Police in Surat.",50,"Police","Traffic Violations",175,"Surat","Gujarat",2015-10-29
81076,"I paid a bribe of Rs 5000 for Marriage  Registration",5000,"Stamps and Registration","Marriage Registration",301,"Chennai","Tamil Nadu",2015-10-29
81062,"I Paid Rs. 123456 to Others in Katihar.",123456,"Others","Others",167,"Katihar","Bihar",2015-10-29
81011,"I Paid Rs. 8 to Income Tax in Adilabad.",8,"Income Tax","New PAN Card",189,"Adilabad","Telangana",2015-10-29
81007,"Mr Harsh Chaturvedi, Inspector of Factory Act 1948, Moti Mahal Gwalior",5000,"Labour","Inspection of Office or Factories",218,"Gwalior","Madhya Pradesh",2015-10-28
80978,"I Paid Rs. 1000 to Municipal Services in Thiruvananthapuram.",1000,"Municipal Services","Birth Certificate",219,"Thiruvananthapuram","Kerala",2015-10-28
80958,"I paid 3000/- for getting DOB certificate",3000,"Municipal Services","Non Availability Certificate",225,"Visakhapatnam","Andhra Pradesh",2015-10-28
80957,"I Paid Rs. 10 to Commercial Tax, Sales Tax, VAT in Cuddapah.",10,"Commercial Tax, Sales Tax, VAT","C Form",224,"Cuddapah","Andhra Pradesh",2015-10-28
80954,"I Paid Rs. 10000 to Others in Guwahati.",10000,"Others","Others",211,"Guwahati","Assam",2015-10-28
80932,"I Paid Rs. 1200 to Others in Sambalpur.",1200,"Others","Others",203,"Sambalpur","Orissa",2015-10-28
80896,"I Paid Rs. 1000 to Customs, Excise and Service Tax in Kochi.",1000,"Customs, Excise and Service Tax","Customs Check and Clearance",227,"Kochi","Kerala",2015-10-28
80875,"I Paid Rs. 5000 to Municipal Services in Amarpur.",5000,"Municipal Services","Birth Certificate",217,"Amarpur","Bihar",2015-10-28
80865,"I Paid Rs. 34 to Commercial Tax, Sales Tax, VAT in Achhnera.",34,"Commercial Tax, Sales Tax, VAT","C Form",243,"Achhnera","Uttar Pradesh",2015-10-27
80855,"I Paid Rs. 1000 to Police in Pune.",1000,"Police","Police Harassment",254,"Pune","Maharashtra",2015-10-27
80851,"I Paid Rs. 5000 to Municipal Services in Achhnera.",5000,"Municipal Services","Birth Certificate",242,"Achhnera","Uttar Pradesh",2015-10-27
80844,"I Paid Rs. 1111 to Others in Goalpara.",1111,"Others","Others",225,"Goalpara","Assam",2015-10-27
80819,"I Paid Rs. 23 to Municipal Services in Siliguri.",23,"Municipal Services","Birth Certificate",203,"Siliguri","West Bengal",2015-10-27
80816,"I Paid Rs. 50 to Customs, Excise and Service Tax in Mumbai.",50,"Customs, Excise and Service Tax","Customs Check and Clearance",224,"Mumbai","Maharashtra",2015-10-27
80798,"I Paid Rs. 200 to Commercial Tax, Sales Tax, VAT in Shahabad, Hardoi.",200,"Commercial Tax, Sales Tax, VAT","C Form",227,"Shahabad","Hardoi",2015-10-27
80785,"I Paid Rs. 100 to Municipal Services in Abohar.",100,"Municipal Services","Birth Certificate",228,"Abohar","Punjab",2015-10-27
80773,"I Paid Rs. 10 to Commercial Tax, Sales Tax, VAT in Jaipur.",10,"Commercial Tax, Sales Tax, VAT","C Form",210,"Jaipur","Rajasthan",2015-10-27
80765,"Open bribe demanded by officers in shiggaon taluk, haveri district - property Registrar office",10000,"Municipal Services","Registration of Land",290,"Haveri","Karnataka",2015-10-27
80756,"I Paid Rs. 100 to Passport in Gwalior.",100,"Passport","Passport Delivery",212,"Gwalior","Madhya Pradesh",2015-10-27
80730,"I Paid Rs. 5000 to Municipal Services in Achhnera.",5000,"Municipal Services","Birth Certificate",223,"Achhnera","Uttar Pradesh",2015-10-27
80716,"I Paid Rs. 10000 to Municipal Services in Mumbai.",10000,"Municipal Services","Birth Certificate",216,"Mumbai","Maharashtra",2015-10-26
80715,"Corrupt unashamed officers in Madurai DEO Office",2500,"Education","School or College Related Activities",241,"Madurai","Tamil Nadu",2015-10-26
80713,"I Paid Rs. 400054 to Municipal Services in Mumbai.",400054,"Municipal Services","Birth Certificate",218,"Mumbai","Maharashtra",2015-10-26
80706,"I Paid Rs. 46 to Stamps and Registration in New Delhi.",46,"Stamps and Registration","Marriage Certificate",255,"New Delhi","Delhi",2015-10-26
80702,"I Paid Rs. 18 to Others in Tezpur.",18,"Others","Others",200,"Tezpur","Assam",2015-10-26
80700,"I Paid Rs. 10 to Municipal Services in Mumbai.",10,"Municipal Services","Birth Certificate",197,"Mumbai","Maharashtra",2015-10-26
80699,"I Paid Rs. 3500 to Transport in Bhubaneswar.",3500,"Transport","Registration of Vehicle",235,"Bhubaneswar","Orissa",2015-10-26
80694,"I Paid Rs. 123 to Police in Etawah.",123,"Police","Police Harassment",215,"Etawah","Uttar Pradesh",2015-10-26
80692,"I Paid Rs. 200000 to Municipal Services in New Delhi.",2e+05,"Municipal Services","Birth Certificate",181,"New Delhi","Delhi",2015-10-26
80686,"I Paid Rs. 100 to Police in Bangalore.",100,"Police","Police Harassment",198,"Bangalore","Karnataka",2015-10-26
80669,"I Paid Rs. 625000 to Police in Madurai.",625000,"Police","Traffic Violations",224,"Madurai","Tamil Nadu",2015-10-26
80646,"I Paid Rs. 1 to Others in Indore.",1,"Others","Others",183,"Indore","Madhya Pradesh",2015-10-26
80636,"I Paid Rs. 15000 to Municipal Services in Anandnagaar.",15000,"Municipal Services","Birth Certificate",174,"Anandnagaar","Assam",2015-10-26
80619,"I Paid Rs. 10 to Municipal Services in Kolkata.",10,"Municipal Services","Birth Certificate",166,"Kolkata","West Bengal",2015-10-26
80615,"I Paid Rs. 23 to Municipal Services in Gulbarga.",23,"Municipal Services","Birth Certificate",167,"Gulbarga","Karnataka",2015-10-26
80608,"I Paid Rs. 20 to Railways in Abhayapuri.",20,"Railways","Transport of Goods",204,"Abhayapuri","Assam",2015-10-26
80597,"I Paid Rs. 13 to Customs, Excise and Service Tax in Abhayapuri.",13,"Customs, Excise and Service Tax","Customs Check and Clearance",189,"Abhayapuri","Assam",2015-10-26
80594,"I Paid Rs. 10 to Municipal Services in Gurgaon.",10,"Municipal Services","Birth Certificate",154,"Gurgaon","Haryana",2015-10-26
80589,"I Paid Rs. 300 to Police in Bangalore.",300,"Police","Traffic Violations",219,"Bangalore","Karnataka",2015-10-26
80581,"I Paid Rs. 7000 to Commercial Tax, Sales Tax, VAT in Abhayapuri.",7000,"Commercial Tax, Sales Tax, VAT","C Form",210,"Abhayapuri","Assam",2015-10-25
80570,"Bribe given to issue RTC of the land",35000,"Revenue","Urban Land Ceiling Clearance Certificate",218,"Chikmagalur","Karnataka",2015-10-25
80569,"The Sub Registrar collected INR 35000 before registration of the land",35000,"Stamps and Registration","Land Registration",514,"Chikmagalur","Karnataka",2015-10-25
80539,"I paid a bribe to a police officer",250,"Passport","Police Verification for Passport",319,"New Delhi","Delhi",2015-10-25
80515,"I Paid Rs. 120 to Municipal Services in Pune.",120,"Municipal Services","Birth Certificate",231,"Pune","Maharashtra",2015-10-25
80499,"Bribe paid to Customs Officials at Hyderabad International Airport",2000,"Airports","Immigration Check",272,"Hyderabad","Telangana",2015-10-25
80496,"I Paid Rs. 100 to Municipal Services in Hyderabad.",100,"Municipal Services","Birth Certificate",246,"Hyderabad","Telangana",2015-10-25
80491,"I Paid Rs. 25 to Municipal Services in Chennai.",25,"Municipal Services","Birth Certificate",243,"Chennai","Tamil Nadu",2015-10-25
80490,"I Paid Rs. 500000 to Municipal Services in Aurangabad.",5e+05,"Municipal Services","Birth Certificate",219,"Aurangabad","Maharashtra",2015-10-25
80481,"I Paid Rs. 100 to Municipal Services in Ulhasnagar.",100,"Municipal Services","Birth Certificate",211,"Ulhasnagar","Maharashtra",2015-10-24
80480,"I Paid Rs. 2000 to Income Tax in Chennai.",2000,"Income Tax","New PAN Card",246,"Chennai","Tamil Nadu",2015-10-24
80475,"I Paid Rs. 100 to Police in New Delhi.",100,"Police","Traffic Violations",262,"New Delhi","Delhi",2015-10-24
80470,"I Paid Rs. 1999 to Municipal Services in Thiruvananthapuram.",1999,"Municipal Services","Birth Certificate",206,"Thiruvananthapuram","Kerala",2015-10-24
80469,"I Paid Rs. 300000 to Municipal Services in Kolkata.",3e+05,"Municipal Services","Birth Certificate",201,"Kolkata","West Bengal",2015-10-24
80462,"I Paid Rs. 100 to Municipal Services in Chennai.",100,"Municipal Services","Birth Certificate",211,"Chennai","Tamil Nadu",2015-10-24
80455,"I Paid Rs. 800000 to Stamps and Registration in Mumbai.",8e+05,"Stamps and Registration","Registration of Property",264,"Mumbai","Maharashtra",2015-10-24
80454,"I Paid Rs. 100 to Municipal Services in Abhayapuri.",100,"Municipal Services","Birth Certificate",212,"Abhayapuri","Assam",2015-10-24
80433,"I Paid Rs. 248 to Transport in New Delhi.",248,"Transport","Duplicate Registration Certificate",276,"New Delhi","Delhi",2015-10-24
80429,"I Paid Rs. 123456 to Others in Dadri.",123456,"Others","Others",217,"Dadri","Uttar Pradesh",2015-10-24
80424,"I Paid Rs. 10 to Municipal Services in Bhopal.",10,"Municipal Services","Birth Certificate",182,"Bhopal","Madhya Pradesh",2015-10-24
80423,"I Paid Rs. 500 to Police in Lucknow.",500,"Police","Filing FIR",204,"Lucknow","Uttar Pradesh",2015-10-24
80412,"I Paid Rs. 12000 to Municipal Services in Mumbai.",12000,"Municipal Services","Birth Certificate",177,"Mumbai","Maharashtra",2015-10-24
80405,"For taking  an action on filed complaint.",8000,"Police","Lodging Police Complaint",213,"Ghaziabad","Uttar Pradesh",2015-10-24
80403,"I Paid Rs. 100 to Municipal Services in Adilabad.",100,"Municipal Services","Birth Certificate",163,"Adilabad","Telangana",2015-10-24
80399,"I Paid Rs. 150 to Municipal Services in Abhayapuri.",150,"Municipal Services","Birth Certificate",173,"Abhayapuri","Assam",2015-10-24
80397,"I Paid Rs. 100 to Customs, Excise and Service Tax in Gwalior.",100,"Customs, Excise and Service Tax","Customs Check and Clearance",159,"Gwalior","Madhya Pradesh",2015-10-24
80377,"I Paid Rs. 100 to Income Tax in Mumbai.",100,"Income Tax","New PAN Card",201,"Mumbai","Maharashtra",2015-10-24
80371,"I Paid Rs. 1 to Municipal Services in Indore.",1,"Municipal Services","Birth Certificate",189,"Indore","Madhya Pradesh",2015-10-23
80370,"I Paid Rs. 1200 to Municipal Services in Abhayapuri.",1200,"Municipal Services","Birth Certificate",180,"Abhayapuri","Assam",2015-10-23
80366,"I Paid Rs. 6000 to Others in Abhayapuri.",6000,"Others","Others",199,"Abhayapuri","Assam",2015-10-23
80362,"I Paid Rs. 50000 to Stamps and Registration in Abohar.",50000,"Stamps and Registration","Marriage Certificate",248,"Abohar","Punjab",2015-10-23
80360,"I Paid Rs. 15111 to Municipal Services in Surat.",15111,"Municipal Services","Birth Certificate",185,"Surat","Gujarat",2015-10-23
80359,"I Paid Rs. 100 to Municipal Services in Shivpuri.",100,"Municipal Services","Birth Certificate",158,"Shivpuri","Madhya Pradesh",2015-10-23
80358,"I Paid Rs. 50 to Municipal Services in Pune.",50,"Municipal Services","Birth Certificate",164,"Pune","Maharashtra",2015-10-23
80352,"I Paid Rs. 120 to Commercial Tax, Sales Tax, VAT in New Delhi.",120,"Commercial Tax, Sales Tax, VAT","C Form",206,"New Delhi","Delhi",2015-10-23
80351,"I Paid Rs. 300 to Others in Belgaum.",300,"Others","Others",176,"Belgaum","Karnataka",2015-10-23
80350,"I Paid Rs. 10 to Customs, Excise and Service Tax in Palasa Kasibugga.",10,"Customs, Excise and Service Tax","Customs Check and Clearance",176,"Palasa Kasibugga","Andhra Pradesh",2015-10-23
80349,"I Paid Rs. 1000 to Municipal Services in Agartala.",1000,"Municipal Services","Birth Certificate",137,"Agartala","Tripura",2015-10-23
80347,"I Paid Rs. 15000 to Municipal Services in Uttara Kannada.",15000,"Municipal Services","Birth Certificate",150,"Uttara Kannada","Karnataka",2015-10-23
80338,"I Paid Rs. 10 to Others in Maldah.",10,"Others","Others",169,"Maldah","West Bengal",2015-10-23
80336,"I Paid Rs. 250000 to Income Tax in Madurai.",250000,"Income Tax","New PAN Card",177,"Madurai","Tamil Nadu",2015-10-23
80333,"I Paid Rs. 2500 to Municipal Services in Abhayapuri.",2500,"Municipal Services","Birth Certificate",158,"Abhayapuri","Assam",2015-10-23
80317,"I Paid Rs. 1400 to Municipal Services in Vadakara.",1400,"Municipal Services","Birth Certificate",152,"Vadakara","Kerala",2015-10-23
80221,"Airport customs Red channel",1100,"Airports","Customs",244,"Mumbai","Maharashtra",2015-10-23
80219,"I Paid Rs. 1000 to Railways in Chennai.",1000,"Railways","Transport of Goods",274,"Chennai","Tamil Nadu",2015-10-22
80218,"I Paid Rs. 200 to Police in Gurgaon.",200,"Police","Filing FIR",213,"Gurgaon","Haryana",2015-10-22
80216,"I Paid Rs. 100 to Others in Kota.",100,"Others","Others",211,"Kota","Rajasthan",2015-10-22
80199,"I Paid Rs. 500 to Police in Kolkata.",500,"Police","Filing FIR",234,"Kolkata","West Bengal",2015-10-22
80193,"I Paid Rs. 76 to Others in New Delhi.",76,"Others","Others",274,"New Delhi","Delhi",2015-10-22
80190,"I Paid Rs. 42 to Others in Ponnur.",42,"Others","Others",243,"Ponnur","Andhra Pradesh",2015-10-22
80162,"I Paid Rs. 10 to Municipal Services in Jaunpur.",10,"Municipal Services","Birth Certificate",195,"Jaunpur","Uttar Pradesh",2015-10-22
80158,"I Paid Rs. 21 to Municipal Services in Abhayapuri.",21,"Municipal Services","Birth Certificate",202,"Abhayapuri","Assam",2015-10-22
80151,"I Paid Rs. 122 to Municipal Services in Bhagalpur.",122,"Municipal Services","Birth Certificate",185,"Bhagalpur","Bihar",2015-10-22
80142,"I Paid Rs. 500 to Transport in Abohar.",500,"Transport","Duplicate Registration Certificate",257,"Abohar","Punjab",2015-10-22
80140,"I paid Rs.3000(approx.) to get Birth Certificate for myself",3000,"Municipal Services","Birth Certificate",169,"Narasaraopet","Andhra Pradesh",2015-10-22
80119,"I Paid Rs. 1000 to Municipal Services in Chennai.",1000,"Municipal Services","Birth Certificate",200,"Chennai","Tamil Nadu",2015-10-22
80118,"I Paid Rs. 99 to Income Tax in Adari.",99,"Income Tax","New PAN Card",219,"Adari","Uttar Pradesh",2015-10-22
80117,"I Paid Rs. 22 to Commercial Tax, Sales Tax, VAT in Abhayapuri.",22,"Commercial Tax, Sales Tax, VAT","C Form",236,"Abhayapuri","Assam",2015-10-21
80116,"I Paid Rs. 3000 to Transport in Bidar.",3000,"Transport","New Domestic Driving License",254,"Bidar","Karnataka",2015-10-21
80112,"I Paid Rs. 22 to Income Tax in Amarpur.",22,"Income Tax","New PAN Card",194,"Amarpur","Bihar",2015-10-21
80098,"I Paid Rs. 300 to Municipal Services in Chandigarh.",300,"Municipal Services","Birth Certificate",195,"Chandigarh","Chandigarh",2015-10-21
80096,"I Paid Rs. 8 to Stamps and Registration in Abhayapuri.",8,"Stamps and Registration","Registration of Flat or Apartment",262,"Abhayapuri","Assam",2015-10-21
80092,"I Paid Rs. 5 to Others in Kurnool.",5,"Others","Others",214,"Kurnool","Andhra Pradesh",2015-10-21
80080,"I Paid Rs. 100 to Others in Jaipur.",100,"Others","Others",199,"Jaipur","Rajasthan",2015-10-21
80072,"I Paid Rs. 876776 to Police in Agra.",876776,"Police","Police Harassment",246,"Agra","Uttar Pradesh",2015-10-21
80064,"I Paid Rs. 5000 to Others in Aligarh.",5000,"Others","Others",175,"Aligarh","Uttar Pradesh",2015-10-21
80058,"I Paid Rs. 123 to Transport in Adityapur.",123,"Transport","New Domestic Driving License",201,"Adityapur","Jharkhand",2015-10-21
80047,"I Paid Rs. 100 to Commercial Tax, Sales Tax, VAT in Abohar.",100,"Commercial Tax, Sales Tax, VAT","C Form",220,"Abohar","Punjab",2015-10-21
80045,"100 rs for an FIR copy",100,"Police","Filing FIR",225,"Imphal","Manipur",2015-10-21
80040,"I Paid Rs. 1000 to Commercial Tax, Sales Tax, VAT in Achhnera.",1000,"Commercial Tax, Sales Tax, VAT","C Form",196,"Achhnera","Uttar Pradesh",2015-10-21
80029,"I Paid Rs. 200 to Municipal Services in Pratapgarh.",200,"Municipal Services","Birth Certificate",155,"Pratapgarh","Tripura",2015-10-21
80025,"I Paid Rs. 1000 to Police in Ahmedabad.",1000,"Police","Traffic Violations",179,"Ahmedabad","Gujarat",2015-10-21
80000,"I Paid Rs. 700 to Municipal Services in Chennai.",700,"Municipal Services","Birth Certificate",153,"Chennai","Tamil Nadu",2015-10-21
79989,"I Paid Rs. 30000 to Municipal Services in Dhanbad.",30000,"Municipal Services","Birth Certificate",185,"Dhanbad","Jharkhand",2015-10-21
79988,"I Paid Rs. 100 to Municipal Services in Durgapur.",100,"Municipal Services","Birth Certificate",164,"Durgapur","West Bengal",2015-10-21
79985,"I Paid Rs. 100 to Customs, Excise and Service Tax in Basti.",100,"Customs, Excise and Service Tax","Customs Check and Clearance",184,"Basti","Uttar Pradesh",2015-10-21
79979,"I Paid Rs. 9000 to Others in Hyderabad.",9000,"Others","Others",183,"Hyderabad","Telangana",2015-10-20
79966,"I Paid Rs. 5000 to Municipal Services in Mumbai.",5000,"Municipal Services","Birth Certificate",170,"Mumbai","Maharashtra",2015-10-20
79965,"I Paid Rs. 44 to  in .",44,"","",222,"","",2015-10-20
79961,"I Paid Rs. 100 to Railways in Bina.",100,"Railways","Transport of Goods",219,"Bina","Madhya Pradesh",2015-10-20
79941,"For the Birth Certificate of My Daughter",300,"Municipal Services","Birth Certificate",239,"Bangalore","Karnataka",2015-10-20
79940,"For Wrong Parking of Two Wheeler",300,"Police","Traffic Violations",257,"Bangalore","Karnataka",2015-10-20
79926,"Have to pay the bribe even after having right documents",500,"Transport","Duplicate Driving License",226,"Jaipur","Rajasthan",2015-10-20
79922,"I Paid Rs. 200 to Municipal Services in Udaipur.",200,"Municipal Services","Birth Certificate",180,"Udaipur","Tripura",2015-10-20
79920,"I Paid Rs. 200 to Municipal Services in Mumbai.",200,"Municipal Services","Birth Certificate",191,"Mumbai","Maharashtra",2015-10-20
79856,"Paid Bribe for filing ER 1 Return and for other certificate",34000,"Customs, Excise and Service Tax","Excise Return",294,"Bangalore","Karnataka",2015-10-20
79841,"I Paid Rs. 500 to Transport in Abohar.",500,"Transport","New Domestic Driving License",240,"Abohar","Punjab",2015-10-20
79831,"I Paid Rs. 500 to Municipal Services in Bharatpur.",500,"Municipal Services","Birth Certificate",180,"Bharatpur","Rajasthan",2015-10-20
79796,"I Paid Rs. 3500 to Passport in Bangalore.",3500,"Passport","Police Verification for Passport",389,"Bangalore","Karnataka",2015-10-19
79785,"I Paid Rs. 12000 to Municipal Services in Ludhiana.",12000,"Municipal Services","Birth Certificate",257,"Ludhiana","Punjab",2015-10-19
79771,"I Paid Rs. 4000 to Transport in Adari.",4000,"Transport","Registration of Vehicle",238,"Adari","Uttar Pradesh",2015-10-19
79768,"I Paid Rs. 15000 to Others in New Delhi.",15000,"Others","Others",269,"New Delhi","Delhi",2015-10-19
79758,"I Paid Rs. 100 to Municipal Services in New Delhi.",100,"Municipal Services","Birth Certificate",253,"New Delhi","Delhi",2015-10-19
79755,"I Paid Rs. 54 to Income Tax in Faizabad.",54,"Income Tax","New PAN Card",236,"Faizabad","Uttar Pradesh",2015-10-19
79751,"I Paid Rs. 3500 to Municipal Services in Lucknow.",3500,"Municipal Services","Birth Certificate",229,"Lucknow","Uttar Pradesh",2015-10-19
79743,"I Paid Rs. 100 to Municipal Services in Dharmapuri.",100,"Municipal Services","Birth Certificate",221,"Dharmapuri","Tamil Nadu",2015-10-19
79725,"I Paid Rs. 2525 to Commercial Tax, Sales Tax, VAT in Abhayapuri.",2525,"Commercial Tax, Sales Tax, VAT","C Form",225,"Abhayapuri","Assam",2015-10-19
79705,"I Paid Rs. 200 to Municipal Services in Abohar.",200,"Municipal Services","Birth Certificate",204,"Abohar","Punjab",2015-10-19
79665,"I Paid Rs. 2500 to Municipal Services in Pune.",2500,"Municipal Services","Birth Certificate",264,"Pune","Maharashtra",2015-10-18
79653,"I Paid Rs. 10 to Others in Chennai.",10,"Others","Others",267,"Chennai","Tamil Nadu",2015-10-18
79645,"I Paid Rs. 100 to Food, Civil Supplies and Consumer Affairs in Abhayapuri.",100,"Food, Civil Supplies and Consumer Affairs","Issue of Ration Card",291,"Abhayapuri","Assam",2015-10-18
79639,"I Paid Rs. 100 to Others in Chennai.",100,"Others","Others",256,"Chennai","Tamil Nadu",2015-10-18
79627,"I Paid Rs. 700 to Municipal Services in Abhayapuri.",700,"Municipal Services","Birth Certificate",293,"Abhayapuri","Assam",2015-10-18
79620,"I Paid Rs. 1000 to Others in Bangalore.",1000,"Others","Others",309,"Bangalore","Karnataka",2015-10-18
