"id","title","amount","department","transaction","views","city","province","date","week_day"
79431,"Corrupt loafers of DEO office madurai",1000,"Education","School or College Related Activities",181,"Madurai","Assam","2015-10-16","Friday"
79396,"I Paid Rs. 1000 to Municipal Services in Adilabad.",1000,"Municipal Services","Birth Certificate",186,"Adilabad","Assam","2015-10-16","Friday"
79354,"I Paid Rs. 5 to Municipal Services in Kolkata.",5,"Municipal Services","Birth Certificate",152,"Kolkata","Assam","2015-10-16","Friday"
79262,"Was asked to Pay a Bribe of 500 for Police Verifiaction",500,"Police","Police Verification for Passport",245,"Howrah","Assam","2015-10-15","Thursday"
79258,"I paid bribe to get approval of plan to build house",1e+05,"Municipal Services","Registration of Land",223,"Kolkata","Assam","2015-10-15","Thursday"
79242,"I Paid Rs. 100 to Municipal Services in Kota.",100,"Municipal Services","Birth Certificate",209,"Kota","Assam","2015-10-15","Thursday"
79232,"New connection request - paid INR 5300 receipt only for ~ INR 4800",500,"Food, Civil Supplies and Consumer Affairs","New Gas Connection",265,"Bangalore","Karnataka","2015-10-15","Thursday"
79193,"I Paid Rs. 5 to Commercial Tax, Sales Tax, VAT in Mumbai.",5,"Commercial Tax, Sales Tax, VAT","C Form",205,"Mumbai","Karnataka","2015-10-15","Thursday"
79149,"I have Piad bride in RTO Office",2000,"Transport","General RTO related",343,"Bangalore","Karnataka","2015-10-15","Thursday"
79142,"I Paid Rs. 300 to Municipal Services in Abhayapuri.",300,"Municipal Services","Birth Certificate",202,"Abhayapuri","Karnataka","2015-10-14","Wednesday"
79102,"Paid bribe for Police clearance",2500,"Passport","Police Verification for Passport",403,"Pune","Karnataka","2015-10-14","Wednesday"
79086,"I Paid Rs. 20 to Police in Kurnool.",20,"Police","Traffic Violations",244,"Kurnool","Karnataka","2015-10-14","Wednesday"
79081,"I Paid Rs. 20 to Municipal Services in Siliguri.",20,"Municipal Services","Birth Certificate",217,"Siliguri","Karnataka","2015-10-14","Wednesday"
79080,"I Paid Rs. 10 to Customs, Excise and Service Tax in Pithoragarh.",10,"Customs, Excise and Service Tax","Customs Check and Clearance",234,"Pithoragarh","Karnataka","2015-10-14","Wednesday"
79075,"I Paid Rs. 20000 to Stamps and Registration in Tumkur.",20000,"Stamps and Registration","Marriage Certificate",319,"Tumkur","Karnataka","2015-10-14","Wednesday"
79062,"I Paid Rs. 10 to Municipal Services in Hubli.",10,"Municipal Services","Birth Certificate",174,"Hubli","Karnataka","2015-10-14","Wednesday"
79045,"I Paid Rs. 2000 to Transport in Jalandhar.",2000,"Transport","New Domestic Driving License",259,"Jalandhar","Punjab","2015-10-14","Wednesday"
79044,"I Paid Rs. 6000 to Municipal Services in Abohar.",6000,"Municipal Services","Birth Certificate",192,"Abohar","Punjab","2015-10-14","Wednesday"
79031,"I Paid Rs. 11 to Municipal Services in Kota.",11,"Municipal Services","Birth Certificate",166,"Kota","Punjab","2015-10-14","Wednesday"
79030,"I Paid Rs. 200 to Food, Civil Supplies and Consumer Affairs in Banda.",200,"Food, Civil Supplies and Consumer Affairs","Issue of Ration Card",189,"Banda","Punjab","2015-10-14","Wednesday"
79025,"I Paid Rs. 123 to Others in Bharatpur.",123,"Others","Others",148,"Bharatpur","Punjab","2015-10-14","Wednesday"
79024,"I Paid Rs. 10 to Food, Civil Supplies and Consumer Affairs in Salem.",10,"Food, Civil Supplies and Consumer Affairs","Issue of Ration Card",128,"Salem","Punjab","2015-10-14","Wednesday"
79014,"I Paid Rs. 500 to Municipal Services in Nagaon.",500,"Municipal Services","Birth Certificate",109,"Nagaon","Punjab","2015-10-14","Wednesday"
79013,"I Paid Rs. 200 to Police in Nainital.",200,"Police","Traffic Violations",139,"Nainital","Punjab","2015-10-14","Wednesday"
79007,"I Paid Rs. 5000 to Transport in Adilabad.",5000,"Transport","Duplicate Registration Certificate",142,"Adilabad","Punjab","2015-10-14","Wednesday"
79004,"I Paid Rs. 10 to Municipal Services in Abhayapuri.",10,"Municipal Services","Birth Certificate",95,"Abhayapuri","Punjab","2015-10-14","Wednesday"
78998,"I Paid Rs. 250000 to Municipal Services in Baran.",250000,"Municipal Services","Birth Certificate",46,"Baran","Rajasthan","2015-10-14","Wednesday"
78989,"I Paid Rs. 30000 to Municipal Services in Bangalore.",30000,"Municipal Services","Birth Certificate",118,"Bangalore","Rajasthan","2015-10-14","Wednesday"
78985,"I Paid Rs. 3000 to Others in Bijnaur.",3000,"Others","Others",100,"Bijnaur","Rajasthan","2015-10-14","Wednesday"
78977,"I Paid Rs. 100 to Others in Bilaspur.",100,"Others","Others",106,"Bilaspur","Rajasthan","2015-10-14","Wednesday"
78974,"I Paid Rs. 10 to Commercial Tax, Sales Tax, VAT in Ghaziabad.",10,"Commercial Tax, Sales Tax, VAT","C Form",107,"Ghaziabad","Rajasthan","2015-10-14","Wednesday"
78970,"I Paid Rs. 70000 to Municipal Services in Bagaha.",70000,"Municipal Services","Birth Certificate",63,"Bagaha","Rajasthan","2015-10-14","Wednesday"
78969,"I Paid Rs. 500 to Municipal Services in Abohar.",500,"Municipal Services","Birth Certificate",109,"Abohar","Rajasthan","2015-10-14","Wednesday"
78967,"I Paid Rs. 10 to Municipal Services in Varanasi.",10,"Municipal Services","Birth Certificate",92,"Varanasi","Rajasthan","2015-10-14","Wednesday"
78934,"Police verification for Passport",500,"Public Works Department","Public Works",187,"Bangalore","Rajasthan","2015-10-13","Tuesday"
78925,"I Paid Rs. 5000 to Police in Bangalore.",5000,"Police","Traffic Violations",215,"Bangalore","Rajasthan","2015-10-13","Tuesday"
78914,"I Paid Rs. 20 to Municipal Services in Chennai.",20,"Municipal Services","Birth Certificate",185,"Chennai","Tamil Nadu","2015-10-13","Tuesday"
78906,"I Paid Rs. 9999 to Customs, Excise and Service Tax in Abhayapuri.",9999,"Customs, Excise and Service Tax","Customs Check and Clearance",197,"Abhayapuri","Tamil Nadu","2015-10-13","Tuesday"
78896,"I Paid Rs. 10 to Municipal Services in Hyderabad.",10,"Municipal Services","Birth Certificate",178,"Hyderabad","Tamil Nadu","2015-10-13","Tuesday"
78886,"I Paid Rs. 555 to Municipal Services in Achhnera.",555,"Municipal Services","Birth Certificate",192,"Achhnera","Tamil Nadu","2015-10-13","Tuesday"
78884,"I Paid Rs. 20000 to Municipal Services in Abhayapuri.",20000,"Municipal Services","Birth Certificate",160,"Abhayapuri","Tamil Nadu","2015-10-13","Tuesday"
78848,"I Paid Rs. 12 to Municipal Services in Adilabad.",12,"Municipal Services","Birth Certificate",160,"Adilabad","Tamil Nadu","2015-10-13","Tuesday"
78849,"I Paid Rs. 10 to Commercial Tax, Sales Tax, VAT in New Delhi.",10,"Commercial Tax, Sales Tax, VAT","C Form",192,"New","Tamil Nadu","2015-10-13","Tuesday"
78852,"I Paid Rs. 22222 to Stamps and Registration in Bangalore.",22222,"Stamps and Registration","Registration of Property",257,"Bangalore","Tamil Nadu","2015-10-13","Tuesday"
78859,"I Paid Rs. 10 to Income Tax in Chandigarh.",10,"Income Tax","New PAN Card",160,"Chandigarh","Tamil Nadu","2015-10-13","Tuesday"
78860,"I Paid Rs. 565 to Stamps and Registration in Alipurduar.",565,"Stamps and Registration","Registration of Property",190,"Alipurduar","Tamil Nadu","2015-10-13","Tuesday"
78861,"I Paid Rs. 30 to Municipal Services in Abohar.",30,"Municipal Services","Birth Certificate",117,"Abohar","Punjab","2015-10-13","Tuesday"
78870,"I Paid Rs. 10000 to Others in Guntur.",10000,"Others","Others",141,"Guntur","Punjab","2015-10-13","Tuesday"
78875,"I Paid Rs. 10000 to Municipal Services in Srivilliputhur.",10000,"Municipal Services","Birth Certificate",119,"Srivilliputhur","Punjab","2015-10-13","Tuesday"
78834,"I Paid Rs. 100 to Municipal Services in Chennai.",100,"Municipal Services","Birth Certificate",92,"Chennai","Punjab","2015-10-13","Tuesday"
78836,"I Paid Rs. 1000 to Others in New Delhi.",1000,"Others","Others",152,"New","Punjab","2015-10-13","Tuesday"
78837,"I Paid Rs. 1000 to Others in Lucknow.",1000,"Others","Others",136,"Lucknow","Punjab","2015-10-13","Tuesday"
78840,"I Paid Rs. 20 to Police in Abhayapuri.",20,"Police","Traffic Violations",130,"Abhayapuri","Punjab","2015-10-13","Tuesday"
78842,"I Paid Rs. 3000 to Police in Bangalore.",3000,"Police","Filing FIR",195,"Bangalore","Punjab","2015-10-13","Tuesday"
78844,"I Paid Rs. 50 to Others in Raipur.",50,"Others","Others",147,"Raipur","Punjab","2015-10-13","Tuesday"
78846,"I Paid Rs. 100 to Municipal Services in Abhayapuri.",100,"Municipal Services","Birth Certificate",138,"Abhayapuri","Punjab","2015-10-13","Tuesday"
78878,"I Paid Rs. 100 to Municipal Services in New Delhi.",100,"Municipal Services","Birth Certificate",57,"New","Delhi Delhi","2015-10-13","Tuesday"
78827,"I Paid Rs. 1000 to Others in Coimbatore.",1000,"Others","Others",83,"Coimbatore","Delhi Delhi","2015-10-13","Tuesday"
78826,"I Paid Rs. 12 to Commercial Tax, Sales Tax, VAT in Hathras.",12,"Commercial Tax, Sales Tax, VAT","C Form",98,"Hathras","Delhi Delhi","2015-10-13","Tuesday"
78825,"I Paid Rs. 800 to Customs, Excise and Service Tax in Bangalore.",800,"Customs, Excise and Service Tax","Customs Check and Clearance",182,"Bangalore","Delhi Delhi","2015-10-13","Tuesday"
78824,"I Paid Rs. 500 to Food, Civil Supplies and Consumer Affairs in Calicut.",500,"Food, Civil Supplies and Consumer Affairs","Issue of Ration Card",103,"Calicut","Delhi Delhi","2015-10-13","Tuesday"
78823,"I Paid Rs. 210 to Income Tax in Banka.",210,"Income Tax","New PAN Card",110,"Banka","Delhi Delhi","2015-10-13","Tuesday"
78821,"I Paid Rs. 400 to Police in New Delhi.",400,"Police","Police Verification for Passport",112,"New","Delhi Delhi","2015-10-13","Tuesday"
78822,"I Paid Rs. 100 to Others in Kolhapur.",100,"Others","Others",70,"Kolhapur","Delhi Delhi","2015-10-13","Tuesday"
78819,"I Paid Rs. 1000 to Food, Civil Supplies and Consumer Affairs in Bangalore.",1000,"Food, Civil Supplies and Consumer Affairs","Issue of Ration Card",112,"Bangalore","Delhi Delhi","2015-10-13","Tuesday"
78817,"I Paid Rs. 500 to Customs, Excise and Service Tax in Bangalore.",500,"Customs, Excise and Service Tax","Customs Check and Clearance",131,"Bangalore","Delhi Delhi","2015-10-13","Tuesday"
78815,"I Paid Rs. 400 to Stamps and Registration in New Delhi.",400,"Stamps and Registration","Marriage Certificate",132,"New","Delhi Delhi","2015-10-13","Tuesday"
78814,"I Paid Rs. 2000 to Municipal Services in Hyderabad.",2000,"Municipal Services","Birth Certificate",75,"Hyderabad","Delhi Delhi","2015-10-13","Tuesday"
78813,"I Paid Rs. 200 to Police in New Delhi.",200,"Police","Traffic Violations",115,"New","Delhi Delhi","2015-10-13","Tuesday"
78809,"I Paid Rs. 500 to Police in New Delhi.",500,"Police","Police Verification for Passport",104,"New","Delhi Delhi","2015-10-13","Tuesday"
78807,"I Paid Rs. 500 to Police in New Delhi.",500,"Police","Police Verification for Passport",65,"New","Delhi Delhi","2015-10-13","Tuesday"
78806,"I Paid Rs. 500 to Transport in Bangalore.",500,"Transport","Duplicate Registration Certificate",155,"Bangalore","Delhi Delhi","2015-10-13","Tuesday"
78805,"I Paid Rs. 1500 to Customs, Excise and Service Tax in New Delhi.",1500,"Customs, Excise and Service Tax","Customs Check and Clearance",126,"New","Delhi Delhi","2015-10-13","Tuesday"
78801,"I Paid Rs. 500 to Police in Bangalore.",500,"Police","Filing FIR",82,"Bangalore","Delhi Delhi","2015-10-13","Tuesday"
78799,"I Paid Rs. 1000 to Commercial Tax, Sales Tax, VAT in Aizawl.",1000,"Commercial Tax, Sales Tax, VAT","C Form",100,"Aizawl","Delhi Delhi","2015-10-13","Tuesday"
78797,"I Paid Rs. 15000 to Customs, Excise and Service Tax in Bangalore.",15000,"Customs, Excise and Service Tax","Customs Check and Clearance",126,"Bangalore","Delhi Delhi","2015-10-13","Tuesday"
78793,"I Paid Rs. 77 to Police in Adoni.",77,"Police","Traffic Violations",64,"Adoni","Andhra Pradesh","2015-10-13","Tuesday"
78792,"I Paid Rs. 100000 to Stamps and Registration in Bangalore.",1e+05,"Stamps and Registration","Registration of Property",137,"Bangalore","Andhra Pradesh","2015-10-13","Tuesday"
78791,"I Paid Rs. 500 to Municipal Services in Bangalore.",500,"Municipal Services","Birth Certificate",55,"Bangalore","Andhra Pradesh","2015-10-13","Tuesday"
78788,"I Paid Rs. 600 to Transport in Bangalore.",600,"Transport","Duplicate Registration Certificate",132,"Bangalore","Andhra Pradesh","2015-10-13","Tuesday"
78786,"I Paid Rs. 800 to Transport in Bangalore.",800,"Transport","Duplicate Registration Certificate",127,"Bangalore","Andhra Pradesh","2015-10-13","Tuesday"
78768,"I Paid Rs. 500 to Municipal Services in Jaipur.",500,"Municipal Services","Birth Certificate",132,"Jaipur","Andhra Pradesh","2015-10-13","Tuesday"
78767,"I Paid Rs. 700 to Police in Pune.",700,"Police","Traffic Violations",138,"Pune","Andhra Pradesh","2015-10-12","Monday"
78766,"I Paid Rs. 500 to Stamps and Registration in Guwahati.",500,"Stamps and Registration","Marriage Certificate",166,"Guwahati","Andhra Pradesh","2015-10-12","Monday"
78761,"I Paid Rs. 500 to Police in New Delhi.",500,"Police","Police Verification for Passport",124,"New","Andhra Pradesh","2015-10-12","Monday"
78759,"I Paid Rs. 600 to Transport in New Delhi.",600,"Transport","New Domestic Driving License",155,"New","Andhra Pradesh","2015-10-12","Monday"
78758,"I Paid Rs. 1500 to Customs, Excise and Service Tax in New Delhi.",1500,"Customs, Excise and Service Tax","Customs Check and Clearance",144,"New","Delhi Delhi","2015-10-12","Monday"
78755,"I Paid Rs. 500 to Transport in New Delhi.",500,"Transport","New Domestic Driving License",167,"New","Delhi Delhi","2015-10-12","Monday"
78754,"I Paid Rs. 1000 to Customs, Excise and Service Tax in New Delhi.",1000,"Customs, Excise and Service Tax","Customs Check and Clearance",124,"New","Delhi Delhi","2015-10-12","Monday"
78753,"I Paid Rs. 500 to Police in New Delhi.",500,"Police","Police Verification for Passport",149,"New","Delhi Delhi","2015-10-12","Monday"
78750,"I Paid Rs. 2400 to Food, Civil Supplies and Consumer Affairs in Indore.",2400,"Food, Civil Supplies and Consumer Affairs","Issue of Ration Card",138,"Indore","Delhi Delhi","2015-10-12","Monday"
78749,"I Paid Rs. 2610 to Food, Civil Supplies and Consumer Affairs in Indore.",2610,"Food, Civil Supplies and Consumer Affairs","Issue of Ration Card",134,"Indore","Delhi Delhi","2015-10-12","Monday"
78748,"I Paid Rs. 3610 to Food, Civil Supplies and Consumer Affairs in Indore.",3610,"Food, Civil Supplies and Consumer Affairs","Issue of Ration Card",117,"Indore","Delhi Delhi","2015-10-12","Monday"
78747,"I Paid Rs. 800 to Food, Civil Supplies and Consumer Affairs in Indore.",800,"Food, Civil Supplies and Consumer Affairs","Issue of Ration Card",98,"Indore","Delhi Delhi","2015-10-12","Monday"
78745,"I Paid Rs. 1200 to Food, Civil Supplies and Consumer Affairs in Indore.",1200,"Food, Civil Supplies and Consumer Affairs","Issue of Ration Card",110,"Indore","Delhi Delhi","2015-10-12","Monday"
78744,"I Paid Rs. 3200 to Food, Civil Supplies and Consumer Affairs in Indore.",3200,"Food, Civil Supplies and Consumer Affairs","Issue of Ration Card",92,"Indore","Delhi Delhi","2015-10-12","Monday"
78743,"I Paid Rs. 4000 to Food, Civil Supplies and Consumer Affairs in Indore.",4000,"Food, Civil Supplies and Consumer Affairs","Issue of Ration Card",94,"Indore","Madhya Pradesh","2015-10-12","Monday"
78742,"I Paid Rs. 15000 to Food, Civil Supplies and Consumer Affairs in Indore.",15000,"Food, Civil Supplies and Consumer Affairs","Issue of Ration Card",111,"Indore","Madhya Pradesh","2015-10-12","Monday"
78741,"I Paid Rs. 3000 to Food, Civil Supplies and Consumer Affairs in Indore.",3000,"Food, Civil Supplies and Consumer Affairs","Issue of Ration Card",104,"Indore","Madhya Pradesh","2015-10-12","Monday"
78740,"I Paid Rs. 2500 to Food, Civil Supplies and Consumer Affairs in Indore.",2500,"Food, Civil Supplies and Consumer Affairs","Issue of Ration Card",89,"Indore","Madhya Pradesh","2015-10-12","Monday"
78739,"I Paid Rs. 2000 to Food, Civil Supplies and Consumer Affairs in Indore.",2000,"Food, Civil Supplies and Consumer Affairs","Issue of Ration Card",74,"Indore","Madhya Pradesh","2015-10-12","Monday"
78738,"I Paid Rs. 2500 to Food, Civil Supplies and Consumer Affairs in Indore.",2500,"Food, Civil Supplies and Consumer Affairs","Issue of Ration Card",46,"Indore","Madhya Pradesh","2015-10-12","Monday"
78737,"I Paid Rs. 1400 to Food, Civil Supplies and Consumer Affairs in Indore.",1400,"Food, Civil Supplies and Consumer Affairs","Issue of Ration Card",45,"Indore","Madhya Pradesh","2015-10-12","Monday"
78736,"I Paid Rs. 800 to Food, Civil Supplies and Consumer Affairs in Indore.",800,"Food, Civil Supplies and Consumer Affairs","Issue of Ration Card",43,"Indore","Madhya Pradesh","2015-10-12","Monday"
78735,"I Paid Rs. 2000 to Municipal Services in Agra.",2000,"Municipal Services","Birth Certificate",81,"Agra","Madhya Pradesh","2015-10-12","Monday"
78733,"I Paid Rs. 900 to Food, Civil Supplies and Consumer Affairs in Indore.",900,"Food, Civil Supplies and Consumer Affairs","Issue of Ration Card",44,"Indore","Madhya Pradesh","2015-10-12","Monday"
78732,"I Paid Rs. 1000 to Municipal Services in Agra.",1000,"Municipal Services","Birth Certificate",86,"Agra","Uttar Pradesh","2015-10-12","Monday"
78731,"I Paid Rs. 500 to Food, Civil Supplies and Consumer Affairs in Indore.",500,"Food, Civil Supplies and Consumer Affairs","Issue of Ration Card",34,"Indore","Uttar Pradesh","2015-10-12","Monday"
78730,"I Paid Rs. 1800 to Municipal Services in Agra.",1800,"Municipal Services","Birth Certificate",68,"Agra","Uttar Pradesh","2015-10-12","Monday"
78729,"I Paid Rs. 610 to Food, Civil Supplies and Consumer Affairs in Indore.",610,"Food, Civil Supplies and Consumer Affairs","Issue of Ration Card",28,"Indore","Uttar Pradesh","2015-10-12","Monday"
78728,"I Paid Rs. 2400 to Municipal Services in Agra.",2400,"Municipal Services","Birth Certificate",47,"Agra","Uttar Pradesh","2015-10-12","Monday"
78727,"I Paid Rs. 1500 to Food, Civil Supplies and Consumer Affairs in Indore.",1500,"Food, Civil Supplies and Consumer Affairs","Issue of Ration Card",22,"Indore","Uttar Pradesh","2015-10-12","Monday"
78726,"I Paid Rs. 2610 to Municipal Services in Agra.",2610,"Municipal Services","Birth Certificate",45,"Agra","Uttar Pradesh","2015-10-12","Monday"
78725,"I Paid Rs. 1200 to Food, Civil Supplies and Consumer Affairs in Indore.",1200,"Food, Civil Supplies and Consumer Affairs","Issue of Ration Card",17,"Indore","Uttar Pradesh","2015-10-12","Monday"
78724,"I Paid Rs. 3610 to Municipal Services in Agra.",3610,"Municipal Services","Birth Certificate",34,"Agra","Uttar Pradesh","2015-10-12","Monday"
78723,"I Paid Rs. 4000 to Food, Civil Supplies and Consumer Affairs in Indore.",4000,"Food, Civil Supplies and Consumer Affairs","Issue of Ration Card",17,"Indore","Uttar Pradesh","2015-10-12","Monday"
78722,"I Paid Rs. 800 to Municipal Services in Agra.",800,"Municipal Services","Birth Certificate",32,"Agra","Uttar Pradesh","2015-10-12","Monday"
78721,"I Paid Rs. 3000 to Food, Civil Supplies and Consumer Affairs in Indore.",3000,"Food, Civil Supplies and Consumer Affairs","Issue of Ration Card",20,"Indore","Uttar Pradesh","2015-10-12","Monday"
78719,"I Paid Rs. 2000 to Food, Civil Supplies and Consumer Affairs in Indore.",2000,"Food, Civil Supplies and Consumer Affairs","Issue of Ration Card",19,"Indore","Uttar Pradesh","2015-10-12","Monday"
78720,"I Paid Rs. 1200 to Municipal Services in Agra.",1200,"Municipal Services","Birth Certificate",29,"Agra","Uttar Pradesh","2015-10-12","Monday"
78718,"I Paid Rs. 1000 to Food, Civil Supplies and Consumer Affairs in Indore.",1000,"Food, Civil Supplies and Consumer Affairs","Issue of Ration Card",16,"Indore","Uttar Pradesh","2015-10-12","Monday"
78717,"I Paid Rs. 3200 to Municipal Services in Agra.",3200,"Municipal Services","Birth Certificate",28,"Agra","Uttar Pradesh","2015-10-12","Monday"
78716,"I Paid Rs. 1800 to Food, Civil Supplies and Consumer Affairs in Indore.",1800,"Food, Civil Supplies and Consumer Affairs","Issue of Ration Card",16,"Indore","Uttar Pradesh","2015-10-12","Monday"
78715,"I Paid Rs. 4000 to Municipal Services in Agra.",4000,"Municipal Services","Birth Certificate",19,"Agra","Uttar Pradesh","2015-10-12","Monday"
78714,"I Paid Rs. 2400 to Food, Civil Supplies and Consumer Affairs in Indore.",2400,"Food, Civil Supplies and Consumer Affairs","Issue of Ration Card",16,"Indore","Uttar Pradesh","2015-10-12","Monday"
78713,"I Paid Rs. 15000 to Municipal Services in Agra.",15000,"Municipal Services","Birth Certificate",14,"Agra","Uttar Pradesh","2015-10-12","Monday"
78712,"I Paid Rs. 2610 to Food, Civil Supplies and Consumer Affairs in Indore.",2610,"Food, Civil Supplies and Consumer Affairs","Issue of Ration Card",15,"Indore","Madhya Pradesh","2015-10-12","Monday"
78711,"I Paid Rs. 3000 to Municipal Services in Agra.",3000,"Municipal Services","Birth Certificate",14,"Agra","Madhya Pradesh","2015-10-12","Monday"
78710,"I Paid Rs. 3610 to Food, Civil Supplies and Consumer Affairs in Indore.",3610,"Food, Civil Supplies and Consumer Affairs","Issue of Ration Card",12,"Indore","Madhya Pradesh","2015-10-12","Monday"
78709,"I Paid Rs. 2500 to Municipal Services in Agra.",2500,"Municipal Services","Birth Certificate",14,"Agra","Madhya Pradesh","2015-10-12","Monday"
78708,"I Paid Rs. 800 to Food, Civil Supplies and Consumer Affairs in Indore.",800,"Food, Civil Supplies and Consumer Affairs","Issue of Ration Card",13,"Indore","Madhya Pradesh","2015-10-12","Monday"
78706,"I Paid Rs. 1200 to Food, Civil Supplies and Consumer Affairs in Indore.",1200,"Food, Civil Supplies and Consumer Affairs","Issue of Ration Card",14,"Indore","Madhya Pradesh","2015-10-12","Monday"
78705,"I Paid Rs. 2500 to Municipal Services in Agra.",2500,"Municipal Services","Birth Certificate",18,"Agra","Madhya Pradesh","2015-10-12","Monday"
78704,"I Paid Rs. 3200 to Food, Civil Supplies and Consumer Affairs in Indore.",3200,"Food, Civil Supplies and Consumer Affairs","Issue of Ration Card",17,"Indore","Madhya Pradesh","2015-10-12","Monday"
78703,"I Paid Rs. 1400 to Municipal Services in Agra.",1400,"Municipal Services","Birth Certificate",18,"Agra","Madhya Pradesh","2015-10-12","Monday"
78702,"I Paid Rs. 4000 to Food, Civil Supplies and Consumer Affairs in Indore.",4000,"Food, Civil Supplies and Consumer Affairs","Issue of Ration Card",16,"Indore","Madhya Pradesh","2015-10-12","Monday"
78700,"I Paid Rs. 1500 to Food, Civil Supplies and Consumer Affairs in Indore.",1500,"Food, Civil Supplies and Consumer Affairs","Issue of Ration Card",16,"Indore","Madhya Pradesh","2015-10-12","Monday"
78699,"I Paid Rs. 800 to Municipal Services in Agra.",800,"Municipal Services","Birth Certificate",17,"Agra","Madhya Pradesh","2015-10-12","Monday"
78698,"I Paid Rs. 3000 to Food, Civil Supplies and Consumer Affairs in Indore.",3000,"Food, Civil Supplies and Consumer Affairs","Issue of Ration Card",18,"Indore","Madhya Pradesh","2015-10-12","Monday"
78697,"I Paid Rs. 900 to Municipal Services in Agra.",900,"Municipal Services","Birth Certificate",16,"Agra","Madhya Pradesh","2015-10-12","Monday"
78696,"I Paid Rs. 2500 to Food, Civil Supplies and Consumer Affairs in Indore.",2500,"Food, Civil Supplies and Consumer Affairs","Issue of Ration Card",18,"Indore","Madhya Pradesh","2015-10-12","Monday"
78695,"I Paid Rs. 2000 to Food, Civil Supplies and Consumer Affairs in Indore.",2000,"Food, Civil Supplies and Consumer Affairs","Issue of Ration Card",16,"Indore","Madhya Pradesh","2015-10-12","Monday"
78694,"I Paid Rs. 610 to Municipal Services in Agra.",610,"Municipal Services","Birth Certificate",17,"Agra","Madhya Pradesh","2015-10-12","Monday"
78693,"I Paid Rs. 3200 to Food, Civil Supplies and Consumer Affairs in Indore.",3200,"Food, Civil Supplies and Consumer Affairs","Issue of Ration Card",16,"Indore","Madhya Pradesh","2015-10-12","Monday"
78692,"I Paid Rs. 2500 to Food, Civil Supplies and Consumer Affairs in Indore.",2500,"Food, Civil Supplies and Consumer Affairs","Issue of Ration Card",16,"Indore","Madhya Pradesh","2015-10-12","Monday"
78691,"I Paid Rs. 1200 to Municipal Services in Agra.",1200,"Municipal Services","Birth Certificate",16,"Agra","Madhya Pradesh","2015-10-12","Monday"
78690,"I Paid Rs. 1400 to Food, Civil Supplies and Consumer Affairs in Indore.",1400,"Food, Civil Supplies and Consumer Affairs","Issue of Ration Card",19,"Indore","Madhya Pradesh","2015-10-12","Monday"
78689,"I Paid Rs. 4000 to Municipal Services in Agra.",4000,"Municipal Services","Birth Certificate",18,"Agra","Madhya Pradesh","2015-10-12","Monday"
78688,"I Paid Rs. 2400 to Food, Civil Supplies and Consumer Affairs in Indore.",2400,"Food, Civil Supplies and Consumer Affairs","Issue of Ration Card",13,"Indore","Madhya Pradesh","2015-10-12","Monday"
78687,"I Paid Rs. 3000 to Municipal Services in Agra.",3000,"Municipal Services","Birth Certificate",17,"Agra","Madhya Pradesh","2015-10-12","Monday"
78686,"I Paid Rs. 1100 to Food, Civil Supplies and Consumer Affairs in Indore.",1100,"Food, Civil Supplies and Consumer Affairs","Issue of Ration Card",12,"Indore","Madhya Pradesh","2015-10-12","Monday"
78685,"I Paid Rs. 2000 to Municipal Services in Agra.",2000,"Municipal Services","Birth Certificate",18,"Agra","Madhya Pradesh","2015-10-12","Monday"
78684,"I Paid Rs. 1000 to Food, Civil Supplies and Consumer Affairs in Indore.",1000,"Food, Civil Supplies and Consumer Affairs","Issue of Ration Card",10,"Indore","Madhya Pradesh","2015-10-12","Monday"
78683,"I Paid Rs. 4200 to Food, Civil Supplies and Consumer Affairs in Indore.",4200,"Food, Civil Supplies and Consumer Affairs","Issue of Ration Card",14,"Indore","Madhya Pradesh","2015-10-12","Monday"
78682,"I Paid Rs. 1000 to Municipal Services in Agra.",1000,"Municipal Services","Birth Certificate",22,"Agra","Madhya Pradesh","2015-10-12","Monday"
78681,"I Paid Rs. 5000 to Food, Civil Supplies and Consumer Affairs in Indore.",5000,"Food, Civil Supplies and Consumer Affairs","Issue of Ration Card",8,"Indore","Madhya Pradesh","2015-10-12","Monday"
78680,"I Paid Rs. 1800 to Municipal Services in Agra.",1800,"Municipal Services","Birth Certificate",17,"Agra","Uttar Pradesh","2015-10-12","Monday"
78679,"I Paid Rs. 610 to Food, Civil Supplies and Consumer Affairs in Indore.",610,"Food, Civil Supplies and Consumer Affairs","Issue of Ration Card",8,"Indore","Uttar Pradesh","2015-10-12","Monday"
78678,"I Paid Rs. 2400 to Municipal Services in Agra.",2400,"Municipal Services","Birth Certificate",19,"Agra","Uttar Pradesh","2015-10-12","Monday"
78677,"I Paid Rs. 1610 to Food, Civil Supplies and Consumer Affairs in Indore.",1610,"Food, Civil Supplies and Consumer Affairs","Issue of Ration Card",8,"Indore","Uttar Pradesh","2015-10-12","Monday"
78676,"I Paid Rs. 3200 to Food, Civil Supplies and Consumer Affairs in Indore.",3200,"Food, Civil Supplies and Consumer Affairs","Issue of Ration Card",9,"Indore","Uttar Pradesh","2015-10-12","Monday"
78675,"I Paid Rs. 3610 to Municipal Services in Agra.",3610,"Municipal Services","Birth Certificate",18,"Agra","Uttar Pradesh","2015-10-12","Monday"
