"id","title","amount","department","transaction","views","city","province","date"
80619,"I Paid Rs. 10 to Municipal Services in Kolkata.",10,"Municipal Services","Birth Certificate",152,"Kolkata","Delhi Delhi",2015-10-26
80615,"I Paid Rs. 23 to Municipal Services in Gulbarga.",23,"Municipal Services","Birth Certificate",157,"Gulbarga","Delhi Delhi",2015-10-26
80608,"I Paid Rs. 20 to Railways in Abhayapuri.",20,"Railways","Transport of Goods",186,"Abhayapuri","Delhi Delhi",2015-10-26
80597,"I Paid Rs. 13 to Customs, Excise and Service Tax in Abhayapuri.",13,"Customs, Excise and Service Tax","Customs Check and Clearance",175,"Abhayapuri","Delhi Delhi",2015-10-26
80594,"I Paid Rs. 10 to Municipal Services in Gurgaon.",10,"Municipal Services","Birth Certificate",142,"Gurgaon","Delhi Delhi",2015-10-26
80589,"I Paid Rs. 300 to Police in Bangalore.",300,"Police","Traffic Violations",203,"Bangalore","Karnataka",2015-10-26
80581,"I Paid Rs. 7000 to Commercial Tax, Sales Tax, VAT in Abhayapuri.",7000,"Commercial Tax, Sales Tax, VAT","C Form",199,"Abhayapuri","Karnataka",2015-10-25
80570,"Bribe given to issue RTC of the land",35000,"Revenue","Urban Land Ceiling Clearance Certificate",204,"Chikmagalur","Karnataka",2015-10-25
80569,"The Sub Registrar collected INR 35000 before registration of the land",35000,"Stamps and Registration","Land Registration",499,"Chikmagalur","Karnataka",2015-10-25
80539,"I paid a bribe to a police officer",250,"Passport","Police Verification for Passport",307,"New","Karnataka",2015-10-25
80515,"I Paid Rs. 120 to Municipal Services in Pune.",120,"Municipal Services","Birth Certificate",222,"Pune","Karnataka",2015-10-25
80499,"Bribe paid to Customs Officials at Hyderabad International Airport",2000,"Airports","Immigration Check",249,"Hyderabad","Karnataka",2015-10-25
80496,"I Paid Rs. 100 to Municipal Services in Hyderabad.",100,"Municipal Services","Birth Certificate",237,"Hyderabad","Karnataka",2015-10-25
80491,"I Paid Rs. 25 to Municipal Services in Chennai.",25,"Municipal Services","Birth Certificate",235,"Chennai","Karnataka",2015-10-25
80490,"I Paid Rs. 500000 to Municipal Services in Aurangabad.",5e+05,"Municipal Services","Birth Certificate",212,"Aurangabad","Karnataka",2015-10-25
80481,"I Paid Rs. 100 to Municipal Services in Ulhasnagar.",100,"Municipal Services","Birth Certificate",207,"Ulhasnagar","Maharashtra",2015-10-24
80480,"I Paid Rs. 2000 to Income Tax in Chennai.",2000,"Income Tax","New PAN Card",242,"Chennai","Maharashtra",2015-10-24
80475,"I Paid Rs. 100 to Police in New Delhi.",100,"Police","Traffic Violations",252,"New","Maharashtra",2015-10-24
80470,"I Paid Rs. 1999 to Municipal Services in Thiruvananthapuram.",1999,"Municipal Services","Birth Certificate",199,"Thiruvananthapuram","Maharashtra",2015-10-24
80469,"I Paid Rs. 300000 to Municipal Services in Kolkata.",3e+05,"Municipal Services","Birth Certificate",196,"Kolkata","Maharashtra",2015-10-24
80462,"I Paid Rs. 100 to Municipal Services in Chennai.",100,"Municipal Services","Birth Certificate",202,"Chennai","Maharashtra",2015-10-24
80455,"I Paid Rs. 800000 to Stamps and Registration in Mumbai.",8e+05,"Stamps and Registration","Registration of Property",257,"Mumbai","Maharashtra",2015-10-24
80454,"I Paid Rs. 100 to Municipal Services in Abhayapuri.",100,"Municipal Services","Birth Certificate",206,"Abhayapuri","Maharashtra",2015-10-24
80433,"I Paid Rs. 248 to Transport in New Delhi.",248,"Transport","Duplicate Registration Certificate",266,"New","Maharashtra",2015-10-24
80429,"I Paid Rs. 123456 to Others in Dadri.",123456,"Others","Others",210,"Dadri","Maharashtra",2015-10-24
80424,"I Paid Rs. 10 to Municipal Services in Bhopal.",10,"Municipal Services","Birth Certificate",177,"Bhopal","Madhya Pradesh",2015-10-24
80423,"I Paid Rs. 500 to Police in Lucknow.",500,"Police","Filing FIR",199,"Lucknow","Madhya Pradesh",2015-10-24
80412,"I Paid Rs. 12000 to Municipal Services in Mumbai.",12000,"Municipal Services","Birth Certificate",170,"Mumbai","Madhya Pradesh",2015-10-24
80405,"For taking  an action on filed complaint.",8000,"Police","Lodging Police Complaint",203,"Ghaziabad","Madhya Pradesh",2015-10-24
80403,"I Paid Rs. 100 to Municipal Services in Adilabad.",100,"Municipal Services","Birth Certificate",156,"Adilabad","Madhya Pradesh",2015-10-24
80399,"I Paid Rs. 150 to Municipal Services in Abhayapuri.",150,"Municipal Services","Birth Certificate",169,"Abhayapuri","Madhya Pradesh",2015-10-24
80397,"I Paid Rs. 100 to Customs, Excise and Service Tax in Gwalior.",100,"Customs, Excise and Service Tax","Customs Check and Clearance",151,"Gwalior","Madhya Pradesh",2015-10-24
80377,"I Paid Rs. 100 to Income Tax in Mumbai.",100,"Income Tax","New PAN Card",195,"Mumbai","Madhya Pradesh",2015-10-24
80371,"I Paid Rs. 1 to Municipal Services in Indore.",1,"Municipal Services","Birth Certificate",183,"Indore","Madhya Pradesh",2015-10-23
80370,"I Paid Rs. 1200 to Municipal Services in Abhayapuri.",1200,"Municipal Services","Birth Certificate",171,"Abhayapuri","Madhya Pradesh",2015-10-23
80366,"I Paid Rs. 6000 to Others in Abhayapuri.",6000,"Others","Others",191,"Abhayapuri","Assam",2015-10-23
80362,"I Paid Rs. 50000 to Stamps and Registration in Abohar.",50000,"Stamps and Registration","Marriage Certificate",243,"Abohar","Assam",2015-10-23
80360,"I Paid Rs. 15111 to Municipal Services in Surat.",15111,"Municipal Services","Birth Certificate",174,"Surat","Assam",2015-10-23
80359,"I Paid Rs. 100 to Municipal Services in Shivpuri.",100,"Municipal Services","Birth Certificate",153,"Shivpuri","Assam",2015-10-23
80358,"I Paid Rs. 50 to Municipal Services in Pune.",50,"Municipal Services","Birth Certificate",156,"Pune","Assam",2015-10-23
80352,"I Paid Rs. 120 to Commercial Tax, Sales Tax, VAT in New Delhi.",120,"Commercial Tax, Sales Tax, VAT","C Form",199,"New","Assam",2015-10-23
80351,"I Paid Rs. 300 to Others in Belgaum.",300,"Others","Others",170,"Belgaum","Assam",2015-10-23
80350,"I Paid Rs. 10 to Customs, Excise and Service Tax in Palasa Kasibugga.",10,"Customs, Excise and Service Tax","Customs Check and Clearance",167,"Palasa","Assam",2015-10-23
80349,"I Paid Rs. 1000 to Municipal Services in Agartala.",1000,"Municipal Services","Birth Certificate",131,"Agartala","Assam",2015-10-23
80347,"I Paid Rs. 15000 to Municipal Services in Uttara Kannada.",15000,"Municipal Services","Birth Certificate",144,"Uttara","Assam",2015-10-23
80338,"I Paid Rs. 10 to Others in Maldah.",10,"Others","Others",159,"Maldah","West Bengal",2015-10-23
80336,"I Paid Rs. 250000 to Income Tax in Madurai.",250000,"Income Tax","New PAN Card",168,"Madurai","West Bengal",2015-10-23
80333,"I Paid Rs. 2500 to Municipal Services in Abhayapuri.",2500,"Municipal Services","Birth Certificate",153,"Abhayapuri","West Bengal",2015-10-23
80317,"I Paid Rs. 1400 to Municipal Services in Vadakara.",1400,"Municipal Services","Birth Certificate",146,"Vadakara","West Bengal",2015-10-23
80221,"Airport customs Red channel",1100,"Airports","Customs",227,"Mumbai","West Bengal",2015-10-23
80219,"I Paid Rs. 1000 to Railways in Chennai.",1000,"Railways","Transport of Goods",259,"Chennai","West Bengal",2015-10-22
80218,"I Paid Rs. 200 to Police in Gurgaon.",200,"Police","Filing FIR",208,"Gurgaon","West Bengal",2015-10-22
80216,"I Paid Rs. 100 to Others in Kota.",100,"Others","Others",199,"Kota","West Bengal",2015-10-22
80199,"I Paid Rs. 500 to Police in Kolkata.",500,"Police","Filing FIR",227,"Kolkata","West Bengal",2015-10-22
80193,"I Paid Rs. 76 to Others in New Delhi.",76,"Others","Others",270,"New","West Bengal",2015-10-22
80190,"I Paid Rs. 42 to Others in Ponnur.",42,"Others","Others",234,"Ponnur","Andhra Pradesh",2015-10-22
80162,"I Paid Rs. 10 to Municipal Services in Jaunpur.",10,"Municipal Services","Birth Certificate",187,"Jaunpur","Andhra Pradesh",2015-10-22
80158,"I Paid Rs. 21 to Municipal Services in Abhayapuri.",21,"Municipal Services","Birth Certificate",193,"Abhayapuri","Andhra Pradesh",2015-10-22
80151,"I Paid Rs. 122 to Municipal Services in Bhagalpur.",122,"Municipal Services","Birth Certificate",178,"Bhagalpur","Andhra Pradesh",2015-10-22
80142,"I Paid Rs. 500 to Transport in Abohar.",500,"Transport","Duplicate Registration Certificate",242,"Abohar","Andhra Pradesh",2015-10-22
80140,"I paid Rs.3000(approx.) to get Birth Certificate for myself",3000,"Municipal Services","Birth Certificate",166,"Narasaraopet","Andhra Pradesh",2015-10-22
80119,"I Paid Rs. 1000 to Municipal Services in Chennai.",1000,"Municipal Services","Birth Certificate",192,"Chennai","Andhra Pradesh",2015-10-22
80118,"I Paid Rs. 99 to Income Tax in Adari.",99,"Income Tax","New PAN Card",208,"Adari","Andhra Pradesh",2015-10-22
80117,"I Paid Rs. 22 to Commercial Tax, Sales Tax, VAT in Abhayapuri.",22,"Commercial Tax, Sales Tax, VAT","C Form",227,"Abhayapuri","Andhra Pradesh",2015-10-21
80116,"I Paid Rs. 3000 to Transport in Bidar.",3000,"Transport","New Domestic Driving License",242,"Bidar","Andhra Pradesh",2015-10-21
80112,"I Paid Rs. 22 to Income Tax in Amarpur.",22,"Income Tax","New PAN Card",184,"Amarpur","Bihar",2015-10-21
80098,"I Paid Rs. 300 to Municipal Services in Chandigarh.",300,"Municipal Services","Birth Certificate",185,"Chandigarh","Bihar",2015-10-21
80096,"I Paid Rs. 8 to Stamps and Registration in Abhayapuri.",8,"Stamps and Registration","Registration of Flat or Apartment",252,"Abhayapuri","Bihar",2015-10-21
80092,"I Paid Rs. 5 to Others in Kurnool.",5,"Others","Others",209,"Kurnool","Bihar",2015-10-21
80080,"I Paid Rs. 100 to Others in Jaipur.",100,"Others","Others",188,"Jaipur","Bihar",2015-10-21
80072,"I Paid Rs. 876776 to Police in Agra.",876776,"Police","Police Harassment",234,"Agra","Bihar",2015-10-21
80064,"I Paid Rs. 5000 to Others in Aligarh.",5000,"Others","Others",165,"Aligarh","Bihar",2015-10-21
80058,"I Paid Rs. 123 to Transport in Adityapur.",123,"Transport","New Domestic Driving License",192,"Adityapur","Bihar",2015-10-21
80047,"I Paid Rs. 100 to Commercial Tax, Sales Tax, VAT in Abohar.",100,"Commercial Tax, Sales Tax, VAT","C Form",212,"Abohar","Bihar",2015-10-21
80045,"100 rs for an FIR copy",100,"Police","Filing FIR",217,"Imphal","Bihar",2015-10-21
80040,"I Paid Rs. 1000 to Commercial Tax, Sales Tax, VAT in Achhnera.",1000,"Commercial Tax, Sales Tax, VAT","C Form",188,"Achhnera","Uttar Pradesh",2015-10-21
80029,"I Paid Rs. 200 to Municipal Services in Pratapgarh.",200,"Municipal Services","Birth Certificate",147,"Pratapgarh","Uttar Pradesh",2015-10-21
80025,"I Paid Rs. 1000 to Police in Ahmedabad.",1000,"Police","Traffic Violations",171,"Ahmedabad","Uttar Pradesh",2015-10-21
80000,"I Paid Rs. 700 to Municipal Services in Chennai.",700,"Municipal Services","Birth Certificate",147,"Chennai","Uttar Pradesh",2015-10-21
79989,"I Paid Rs. 30000 to Municipal Services in Dhanbad.",30000,"Municipal Services","Birth Certificate",173,"Dhanbad","Uttar Pradesh",2015-10-21
79988,"I Paid Rs. 100 to Municipal Services in Durgapur.",100,"Municipal Services","Birth Certificate",156,"Durgapur","Uttar Pradesh",2015-10-21
79985,"I Paid Rs. 100 to Customs, Excise and Service Tax in Basti.",100,"Customs, Excise and Service Tax","Customs Check and Clearance",178,"Basti","Uttar Pradesh",2015-10-21
79979,"I Paid Rs. 9000 to Others in Hyderabad.",9000,"Others","Others",176,"Hyderabad","Uttar Pradesh",2015-10-20
79966,"I Paid Rs. 5000 to Municipal Services in Mumbai.",5000,"Municipal Services","Birth Certificate",162,"Mumbai","Uttar Pradesh",2015-10-20
79965,"I Paid Rs. 44 to  in .",44,"","",211,"","Uttar Pradesh",2015-10-20
79961,"I Paid Rs. 100 to Railways in Bina.",100,"Railways","Transport of Goods",204,"Bina","Madhya Pradesh",2015-10-20
79941,"For the Birth Certificate of My Daughter",300,"Municipal Services","Birth Certificate",229,"Bangalore","Madhya Pradesh",2015-10-20
79940,"For Wrong Parking of Two Wheeler",300,"Police","Traffic Violations",244,"Bangalore","Madhya Pradesh",2015-10-20
79926,"Have to pay the bribe even after having right documents",500,"Transport","Duplicate Driving License",220,"Jaipur","Madhya Pradesh",2015-10-20
79922,"I Paid Rs. 200 to Municipal Services in Udaipur.",200,"Municipal Services","Birth Certificate",171,"Udaipur","Madhya Pradesh",2015-10-20
79920,"I Paid Rs. 200 to Municipal Services in Mumbai.",200,"Municipal Services","Birth Certificate",184,"Mumbai","Madhya Pradesh",2015-10-20
79856,"Paid Bribe for filing ER 1 Return and for other certificate",34000,"Customs, Excise and Service Tax","Excise Return",277,"Bangalore","Madhya Pradesh",2015-10-20
79841,"I Paid Rs. 500 to Transport in Abohar.",500,"Transport","New Domestic Driving License",232,"Abohar","Madhya Pradesh",2015-10-20
79831,"I Paid Rs. 500 to Municipal Services in Bharatpur.",500,"Municipal Services","Birth Certificate",171,"Bharatpur","Madhya Pradesh",2015-10-20
79796,"I Paid Rs. 3500 to Passport in Bangalore.",3500,"Passport","Police Verification for Passport",381,"Bangalore","Madhya Pradesh",2015-10-19
79785,"I Paid Rs. 12000 to Municipal Services in Ludhiana.",12000,"Municipal Services","Birth Certificate",241,"Ludhiana","Punjab",2015-10-19
79771,"I Paid Rs. 4000 to Transport in Adari.",4000,"Transport","Registration of Vehicle",229,"Adari","Punjab",2015-10-19
79768,"I Paid Rs. 15000 to Others in New Delhi.",15000,"Others","Others",264,"New","Punjab",2015-10-19
79758,"I Paid Rs. 100 to Municipal Services in New Delhi.",100,"Municipal Services","Birth Certificate",247,"New","Punjab",2015-10-19
79755,"I Paid Rs. 54 to Income Tax in Faizabad.",54,"Income Tax","New PAN Card",226,"Faizabad","Punjab",2015-10-19
79751,"I Paid Rs. 3500 to Municipal Services in Lucknow.",3500,"Municipal Services","Birth Certificate",222,"Lucknow","Punjab",2015-10-19
79743,"I Paid Rs. 100 to Municipal Services in Dharmapuri.",100,"Municipal Services","Birth Certificate",211,"Dharmapuri","Punjab",2015-10-19
79725,"I Paid Rs. 2525 to Commercial Tax, Sales Tax, VAT in Abhayapuri.",2525,"Commercial Tax, Sales Tax, VAT","C Form",218,"Abhayapuri","Punjab",2015-10-19
79705,"I Paid Rs. 200 to Municipal Services in Abohar.",200,"Municipal Services","Birth Certificate",199,"Abohar","Punjab",2015-10-19
79665,"I Paid Rs. 2500 to Municipal Services in Pune.",2500,"Municipal Services","Birth Certificate",255,"Pune","Punjab",2015-10-18
79653,"I Paid Rs. 10 to Others in Chennai.",10,"Others","Others",257,"Chennai","Tamil Nadu",2015-10-18
79645,"I Paid Rs. 100 to Food, Civil Supplies and Consumer Affairs in Abhayapuri.",100,"Food, Civil Supplies and Consumer Affairs","Issue of Ration Card",277,"Abhayapuri","Tamil Nadu",2015-10-18
79639,"I Paid Rs. 100 to Others in Chennai.",100,"Others","Others",249,"Chennai","Tamil Nadu",2015-10-18
79627,"I Paid Rs. 700 to Municipal Services in Abhayapuri.",700,"Municipal Services","Birth Certificate",284,"Abhayapuri","Tamil Nadu",2015-10-18
79620,"I Paid Rs. 1000 to Others in Bangalore.",1000,"Others","Others",299,"Bangalore","Tamil Nadu",2015-10-18
79612,"I Paid Rs. 6000 to Municipal Services in Pune.",6000,"Municipal Services","Birth Certificate",254,"Pune","Tamil Nadu",2015-10-18
79600,"I Paid Rs. 19 to Municipal Services in Ludhiana.",19,"Municipal Services","Birth Certificate",227,"Ludhiana","Tamil Nadu",2015-10-18
79593,"I paid bribe for Katha Transfer BBMP",15000,"Revenue","Residence Certificate",300,"Bangalore","Tamil Nadu",2015-10-18
79585,"Name of the officer = sandipan guha date of incident = 7th sep 2015…",10000,"Police","Filing FIR",486,"Barrackpur","Tamil Nadu",2015-10-17
79571,"I Paid Rs. 100 to Municipal Services in Adari.",100,"Municipal Services","Birth Certificate",225,"Adari","Tamil Nadu",2015-10-17
79564,"Paid Bribe for Getting Stipend in M.Tech  during my studies- Andhra University",5000,"Education","Obtaining Scholarship",268,"Visakhapatnam","Andhra Pradesh",2015-10-17
79559,"I Paid Rs. 441 to Commercial Tax, Sales Tax, VAT in Adari.",441,"Commercial Tax, Sales Tax, VAT","C Form",265,"Adari","Andhra Pradesh",2015-10-17
79536,"I Paid Rs. 10000 to Others in Mumbai.",10000,"Others","Others",264,"Mumbai","Andhra Pradesh",2015-10-17
79524,"I Paid Rs. 25000 to Police in Adari.",25000,"Police","Filing FIR",313,"Adari","Andhra Pradesh",2015-10-17
79523,"I Paid Rs. 4300 to Municipal Services in Bhuj.",4300,"Municipal Services","Birth Certificate",248,"Bhuj","Andhra Pradesh",2015-10-17
79515,"I Paid Rs. 15 to Income Tax in New Delhi.",15,"Income Tax","New PAN Card",257,"New","Andhra Pradesh",2015-10-17
79494,"I Paid Rs. 200 to Income Tax in Mumbai.",200,"Income Tax","New PAN Card",226,"Mumbai","Andhra Pradesh",2015-10-17
79463,"I Paid Rs. 1000 to Municipal Services in Abhayapuri.",1000,"Municipal Services","Birth Certificate",210,"Abhayapuri","Andhra Pradesh",2015-10-17
79452,"Property Tax Collector takes bribe but issues remain pending.",7000,"Municipal Services","Property Tax",205,"Chennai","Andhra Pradesh",2015-10-16
79449,"I Paid Rs. 2000000 to Income Tax in Mumbai.",2e+06,"Income Tax","New PAN Card",213,"Mumbai","Andhra Pradesh",2015-10-16
79440,"I Paid Rs. 200 to Police in Kakinada.",200,"Police","Police Clearance Certificate",256,"Kakinada","Andhra Pradesh",2015-10-16
79431,"Corrupt loafers of DEO office madurai",1000,"Education","School or College Related Activities",236,"Madurai","Andhra Pradesh",2015-10-16
79396,"I Paid Rs. 1000 to Municipal Services in Adilabad.",1000,"Municipal Services","Birth Certificate",233,"Adilabad","Andhra Pradesh",2015-10-16
79354,"I Paid Rs. 5 to Municipal Services in Kolkata.",5,"Municipal Services","Birth Certificate",196,"Kolkata","Andhra Pradesh",2015-10-16
79262,"Was asked to Pay a Bribe of 500 for Police Verifiaction",500,"Police","Police Verification for Passport",288,"Howrah","Andhra Pradesh",2015-10-15
79258,"I paid bribe to get approval of plan to build house",1e+05,"Municipal Services","Registration of Land",263,"Kolkata","Andhra Pradesh",2015-10-15
79242,"I Paid Rs. 100 to Municipal Services in Kota.",100,"Municipal Services","Birth Certificate",252,"Kota","Andhra Pradesh",2015-10-15
79232,"New connection request - paid INR 5300 receipt only for ~ INR 4800",500,"Food, Civil Supplies and Consumer Affairs","New Gas Connection",321,"Bangalore","Andhra Pradesh",2015-10-15
79193,"I Paid Rs. 5 to Commercial Tax, Sales Tax, VAT in Mumbai.",5,"Commercial Tax, Sales Tax, VAT","C Form",248,"Mumbai","Andhra Pradesh",2015-10-15
79149,"I have Piad bride in RTO Office",2000,"Transport","General RTO related",400,"Bangalore","Andhra Pradesh",2015-10-15
79142,"I Paid Rs. 300 to Municipal Services in Abhayapuri.",300,"Municipal Services","Birth Certificate",246,"Abhayapuri","Assam",2015-10-14
79102,"Paid bribe for Police clearance",2500,"Passport","Police Verification for Passport",450,"Pune","Assam",2015-10-14
79086,"I Paid Rs. 20 to Police in Kurnool.",20,"Police","Traffic Violations",289,"Kurnool","Assam",2015-10-14
79081,"I Paid Rs. 20 to Municipal Services in Siliguri.",20,"Municipal Services","Birth Certificate",253,"Siliguri","Assam",2015-10-14
79080,"I Paid Rs. 10 to Customs, Excise and Service Tax in Pithoragarh.",10,"Customs, Excise and Service Tax","Customs Check and Clearance",272,"Pithoragarh","Assam",2015-10-14
79075,"I Paid Rs. 20000 to Stamps and Registration in Tumkur.",20000,"Stamps and Registration","Marriage Certificate",369,"Tumkur","Assam",2015-10-14
79062,"I Paid Rs. 10 to Municipal Services in Hubli.",10,"Municipal Services","Birth Certificate",212,"Hubli","Assam",2015-10-14
79045,"I Paid Rs. 2000 to Transport in Jalandhar.",2000,"Transport","New Domestic Driving License",300,"Jalandhar","Assam",2015-10-14
79044,"I Paid Rs. 6000 to Municipal Services in Abohar.",6000,"Municipal Services","Birth Certificate",236,"Abohar","Assam",2015-10-14
79031,"I Paid Rs. 11 to Municipal Services in Kota.",11,"Municipal Services","Birth Certificate",200,"Kota","Assam",2015-10-14
79030,"I Paid Rs. 200 to Food, Civil Supplies and Consumer Affairs in Banda.",200,"Food, Civil Supplies and Consumer Affairs","Issue of Ration Card",235,"Banda","Uttar Pradesh",2015-10-14
79025,"I Paid Rs. 123 to Others in Bharatpur.",123,"Others","Others",195,"Bharatpur","Uttar Pradesh",2015-10-14
79024,"I Paid Rs. 10 to Food, Civil Supplies and Consumer Affairs in Salem.",10,"Food, Civil Supplies and Consumer Affairs","Issue of Ration Card",178,"Salem","Uttar Pradesh",2015-10-14
79014,"I Paid Rs. 500 to Municipal Services in Nagaon.",500,"Municipal Services","Birth Certificate",148,"Nagaon","Uttar Pradesh",2015-10-14
79013,"I Paid Rs. 200 to Police in Nainital.",200,"Police","Traffic Violations",179,"Nainital","Uttar Pradesh",2015-10-14
79007,"I Paid Rs. 5000 to Transport in Adilabad.",5000,"Transport","Duplicate Registration Certificate",187,"Adilabad","Uttar Pradesh",2015-10-14
79004,"I Paid Rs. 10 to Municipal Services in Abhayapuri.",10,"Municipal Services","Birth Certificate",137,"Abhayapuri","Uttar Pradesh",2015-10-14
78998,"I Paid Rs. 250000 to Municipal Services in Baran.",250000,"Municipal Services","Birth Certificate",77,"Baran","Uttar Pradesh",2015-10-14
78989,"I Paid Rs. 30000 to Municipal Services in Bangalore.",30000,"Municipal Services","Birth Certificate",162,"Bangalore","Uttar Pradesh",2015-10-14
78985,"I Paid Rs. 3000 to Others in Bijnaur.",3000,"Others","Others",142,"Bijnaur","Uttar Pradesh",2015-10-14
78977,"I Paid Rs. 100 to Others in Bilaspur.",100,"Others","Others",145,"Bilaspur","Chhattisgarh",2015-10-14
78974,"I Paid Rs. 10 to Commercial Tax, Sales Tax, VAT in Ghaziabad.",10,"Commercial Tax, Sales Tax, VAT","C Form",145,"Ghaziabad","Chhattisgarh",2015-10-14
78970,"I Paid Rs. 70000 to Municipal Services in Bagaha.",70000,"Municipal Services","Birth Certificate",97,"Bagaha","Chhattisgarh",2015-10-14
78969,"I Paid Rs. 500 to Municipal Services in Abohar.",500,"Municipal Services","Birth Certificate",157,"Abohar","Chhattisgarh",2015-10-14
78967,"I Paid Rs. 10 to Municipal Services in Varanasi.",10,"Municipal Services","Birth Certificate",132,"Varanasi","Chhattisgarh",2015-10-14
78934,"Police verification for Passport",500,"Public Works Department","Public Works",224,"Bangalore","Chhattisgarh",2015-10-13
78925,"I Paid Rs. 5000 to Police in Bangalore.",5000,"Police","Traffic Violations",253,"Bangalore","Chhattisgarh",2015-10-13
78914,"I Paid Rs. 20 to Municipal Services in Chennai.",20,"Municipal Services","Birth Certificate",225,"Chennai","Chhattisgarh",2015-10-13
78906,"I Paid Rs. 9999 to Customs, Excise and Service Tax in Abhayapuri.",9999,"Customs, Excise and Service Tax","Customs Check and Clearance",241,"Abhayapuri","Chhattisgarh",2015-10-13
78896,"I Paid Rs. 10 to Municipal Services in Hyderabad.",10,"Municipal Services","Birth Certificate",216,"Hyderabad","Chhattisgarh",2015-10-13
78886,"I Paid Rs. 555 to Municipal Services in Achhnera.",555,"Municipal Services","Birth Certificate",235,"Achhnera","Uttar Pradesh",2015-10-13
78884,"I Paid Rs. 20000 to Municipal Services in Abhayapuri.",20000,"Municipal Services","Birth Certificate",200,"Abhayapuri","Uttar Pradesh",2015-10-13
78848,"I Paid Rs. 12 to Municipal Services in Adilabad.",12,"Municipal Services","Birth Certificate",206,"Adilabad","Uttar Pradesh",2015-10-13
78849,"I Paid Rs. 10 to Commercial Tax, Sales Tax, VAT in New Delhi.",10,"Commercial Tax, Sales Tax, VAT","C Form",233,"New","Uttar Pradesh",2015-10-13
78852,"I Paid Rs. 22222 to Stamps and Registration in Bangalore.",22222,"Stamps and Registration","Registration of Property",298,"Bangalore","Uttar Pradesh",2015-10-13
78859,"I Paid Rs. 10 to Income Tax in Chandigarh.",10,"Income Tax","New PAN Card",201,"Chandigarh","Uttar Pradesh",2015-10-13
78860,"I Paid Rs. 565 to Stamps and Registration in Alipurduar.",565,"Stamps and Registration","Registration of Property",233,"Alipurduar","Uttar Pradesh",2015-10-13
78861,"I Paid Rs. 30 to Municipal Services in Abohar.",30,"Municipal Services","Birth Certificate",161,"Abohar","Uttar Pradesh",2015-10-13
78870,"I Paid Rs. 10000 to Others in Guntur.",10000,"Others","Others",174,"Guntur","Uttar Pradesh",2015-10-13
78875,"I Paid Rs. 10000 to Municipal Services in Srivilliputhur.",10000,"Municipal Services","Birth Certificate",150,"Srivilliputhur","Uttar Pradesh",2015-10-13
78834,"I Paid Rs. 100 to Municipal Services in Chennai.",100,"Municipal Services","Birth Certificate",125,"Chennai","Tamil Nadu",2015-10-13
78836,"I Paid Rs. 1000 to Others in New Delhi.",1000,"Others","Others",198,"New","Tamil Nadu",2015-10-13
78837,"I Paid Rs. 1000 to Others in Lucknow.",1000,"Others","Others",179,"Lucknow","Tamil Nadu",2015-10-13
78840,"I Paid Rs. 20 to Police in Abhayapuri.",20,"Police","Traffic Violations",174,"Abhayapuri","Tamil Nadu",2015-10-13
78842,"I Paid Rs. 3000 to Police in Bangalore.",3000,"Police","Filing FIR",235,"Bangalore","Tamil Nadu",2015-10-13
78844,"I Paid Rs. 50 to Others in Raipur.",50,"Others","Others",182,"Raipur","Tamil Nadu",2015-10-13
78846,"I Paid Rs. 100 to Municipal Services in Abhayapuri.",100,"Municipal Services","Birth Certificate",180,"Abhayapuri","Tamil Nadu",2015-10-13
78878,"I Paid Rs. 100 to Municipal Services in New Delhi.",100,"Municipal Services","Birth Certificate",94,"New","Tamil Nadu",2015-10-13
78827,"I Paid Rs. 1000 to Others in Coimbatore.",1000,"Others","Others",118,"Coimbatore","Tamil Nadu",2015-10-13
78826,"I Paid Rs. 12 to Commercial Tax, Sales Tax, VAT in Hathras.",12,"Commercial Tax, Sales Tax, VAT","C Form",129,"Hathras","Tamil Nadu",2015-10-13
78825,"I Paid Rs. 800 to Customs, Excise and Service Tax in Bangalore.",800,"Customs, Excise and Service Tax","Customs Check and Clearance",218,"Bangalore","Karnataka",2015-10-13
78824,"I Paid Rs. 500 to Food, Civil Supplies and Consumer Affairs in Calicut.",500,"Food, Civil Supplies and Consumer Affairs","Issue of Ration Card",145,"Calicut","Karnataka",2015-10-13
78823,"I Paid Rs. 210 to Income Tax in Banka.",210,"Income Tax","New PAN Card",153,"Banka","Karnataka",2015-10-13
78821,"I Paid Rs. 400 to Police in New Delhi.",400,"Police","Police Verification for Passport",153,"New","Karnataka",2015-10-13
78822,"I Paid Rs. 100 to Others in Kolhapur.",100,"Others","Others",105,"Kolhapur","Karnataka",2015-10-13
78819,"I Paid Rs. 1000 to Food, Civil Supplies and Consumer Affairs in Bangalore.",1000,"Food, Civil Supplies and Consumer Affairs","Issue of Ration Card",154,"Bangalore","Karnataka",2015-10-13
78817,"I Paid Rs. 500 to Customs, Excise and Service Tax in Bangalore.",500,"Customs, Excise and Service Tax","Customs Check and Clearance",166,"Bangalore","Karnataka",2015-10-13
78815,"I Paid Rs. 400 to Stamps and Registration in New Delhi.",400,"Stamps and Registration","Marriage Certificate",173,"New","Karnataka",2015-10-13
78814,"I Paid Rs. 2000 to Municipal Services in Hyderabad.",2000,"Municipal Services","Birth Certificate",110,"Hyderabad","Karnataka",2015-10-13
78813,"I Paid Rs. 200 to Police in New Delhi.",200,"Police","Traffic Violations",156,"New","Karnataka",2015-10-13
